Name,Subcategory,Category,Type,IsSoftware,Counts
Subdivision Surface,,,Specialized Skill,False,1
Subject Indexing,,,Specialized Skill,False,1
Sublime Text Editor,Software Development Tools,Information Technology,Specialized Skill,True,1
Submarine Warfare,Military Operations,Public Safety and National Security,Specialized Skill,False,10
Submerged Arc Welding,"Welding, Brazing, and Soldering",Manufacturing and Production,Specialized Skill,False,6
Submittals (Construction),Construction Management,Architecture and Construction,Specialized Skill,False,222
Subnetwork,General Networking,Information Technology,Specialized Skill,False,182
Subordination Agreements,Legal Proceedings,"Law, Regulation, and Compliance",Specialized Skill,False,1
Subrogation,Legal Proceedings,"Law, Regulation, and Compliance",Specialized Skill,False,29
Subscription Business Models,Business Management,Business,Specialized Skill,False,39
Subsea Production Systems,Oil and Gas,Energy and Utilities,Specialized Skill,False,33
Subsidized Housing,Government Assistance,Social and Human Services,Specialized Skill,False,1
Substance Abuse,Rehabilitation,Health Care,Specialized Skill,False,129
Substance Abuse Assessments,Mental and Behavioral Health Specialties,Health Care,Specialized Skill,False,19
Substance Abuse Counseling,Counseling Services,Social and Human Services,Specialized Skill,False,1
Substance Control,,,Specialized Skill,False,4
Substance Dependence,Mental Health Diseases and Disorders,Health Care,Specialized Skill,False,14
Substance Designer (3D Graphics Software),Graphic and Visual Design Software,Design,Specialized Skill,True,24
Substance Painter (3D Graphics Software),Graphic and Visual Design Software,Design,Specialized Skill,True,39
Substantive Law,Regulation and Legal Compliance,"Law, Regulation, and Compliance",Specialized Skill,False,1
Subsystems,Electrical and Computer Engineering,Engineering,Specialized Skill,False,72
Subtitles,Media Production,Media and Communications,Specialized Skill,False,70
Success Driven,Initiative and Leadership,Physical and Inherent Abilities,Common Skill,False,401
Succession Planning,Human Resources Management and Planning,Human Resources,Specialized Skill,False,1854
Sudden Cardiac Death,,,Specialized Skill,False,2
Sudden Infant Death Syndrome,Pediatrics,Health Care,Specialized Skill,False,1
Sudo,Systems Administration,Information Technology,Specialized Skill,False,3
SugarCRM,Customer Relationship Management (CRM),Business,Specialized Skill,False,10
Suicide Intervention,Mental Health Therapies,Health Care,Specialized Skill,False,79
Suicide Watch,Patient Education and Support,Health Care,Specialized Skill,False,2
Suitability Analysis,,,Specialized Skill,False,83
Suitecommerce,E-Commerce,Sales,Specialized Skill,False,8
Suitescript,IT Automation,Information Technology,Specialized Skill,True,39
Suitetalk,Enterprise Application Management,Information Technology,Specialized Skill,True,13
SumTotal Systems,Education Software and Technology,Education and Training,Specialized Skill,True,1
Sun Certified Java Developer (SCJD),,,Certification,False,1
Sun Certified Java Programmer (SCJP),,,Certification,False,5
Sun Certified Professional,,,Certification,False,5
Sun ONE,Servers,Information Technology,Specialized Skill,False,4
Sun Servers,Servers,Information Technology,Specialized Skill,False,1
Sungard,Investment Management,Finance,Specialized Skill,False,18
Sunroom,General Construction and Construction Labor,Architecture and Construction,Specialized Skill,False,4
SuperTest,Test Automation,Information Technology,Specialized Skill,True,6
Supercapacitor,,,Specialized Skill,False,8
Supercomputing,Computer Science,Information Technology,Specialized Skill,False,45
Supercritical Fluid,"Elements, Compounds, and Materials",Science and Research,Specialized Skill,False,1
Supernetwork,General Networking,Information Technology,Specialized Skill,True,2
Superstructure,Civil and Architectural Engineering,Engineering,Specialized Skill,False,73
Superuser,,,Specialized Skill,False,33
Supervised Learning,Artificial Intelligence and Machine Learning (AI/ML),Information Technology,Specialized Skill,False,30
Supervising Graduate Students,Higher Education,Education and Training,Specialized Skill,False,8
Supervision,Initiative and Leadership,Physical and Inherent Abilities,Common Skill,False,5287
Supervisory Control And Data Acquisition (SCADA),Automation Engineering,Engineering,Specialized Skill,False,1259
Supplemental Security Income,Government Assistance,Social and Human Services,Specialized Skill,False,77
Supplier Development,Supplier Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,331
Supplier Diversity,Procurement,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,11
Supplier Enablement,Supplier Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,4
Supplier Evaluation,Supplier Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,96
Supplier Identification And Selection,Supplier Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,637
Supplier Management,Supplier Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,2893
Supplier Performance Management,Supplier Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,1811
Supplier Process Improvement,Supplier Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,5
Supplier Quality Engineering,Quality Assurance and Control,"Law, Regulation, and Compliance",Specialized Skill,False,289
Supplier Quality Management,Supplier Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,533
Supplier Relationship Management,Supplier Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,2853
Supply And Demand,Economics,"Economics, Policy, and Social Studies",Specialized Skill,False,787
Supply Base Management,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,15
Supply Chain,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,15871
Supply Chain Analysis,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,243
Supply Chain Collaboration,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,16
Supply Chain Cyber Security,,,Specialized Skill,False,3
Supply Chain Integration,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,64
Supply Chain Management,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,3108
Supply Chain Management Strategies,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,12
Supply Chain Metrics,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,16
Supply Chain Network,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,50
Supply Chain Operations Reference Model,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,1
Supply Chain Optimization,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,131
Supply Chain Planning,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,1269
Supply Chain Risk Assessment,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,7
Supply Chain Risk Management,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,54
Supply Chain Risk Mitigation,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,25
Supply Chain Security,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,26
Supply Chain Software,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,138
Supply Chain Strategy,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,315
Supply Inventory,Inventory and Warehousing,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,51
Supply Management,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,330
Supply Network Planning,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,7
Supply Preparation,Procurement,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,4
Supply Transport,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,3
Supply and Demand Modeling,Economics,"Economics, Policy, and Social Studies",Specialized Skill,False,8
Support Colleagues,Social Skills,Physical and Inherent Abilities,Common Skill,False,1977
Support Engineering,Technical Support and Services,Information Technology,Specialized Skill,False,8
Support Vector Machine,Artificial Intelligence and Machine Learning (AI/ML),Information Technology,Specialized Skill,False,46
Supportive Housing,Community and Social Work,Social and Human Services,Specialized Skill,False,507
Supportive Psychotherapy,Mental Health Therapies,Health Care,Specialized Skill,False,9
Supramolecular Chemistry,,,Specialized Skill,False,4
Suprapubic Cystostomy,Urology,Health Care,Specialized Skill,False,14
Surface Engineering,Materials Science and Engineering,Engineering,Specialized Skill,False,11
Surface Finishing,Manufacturing Processes,Manufacturing and Production,Specialized Skill,False,61
Surface Grinding,Manufacturing Processes,Manufacturing and Production,Specialized Skill,False,108
Surface Mining,Mining Engineering,Engineering,Specialized Skill,False,1
Surface Modeling,Drafting and Engineering Design,Engineering,Specialized Skill,False,47
Surface Modification,Materials Science and Engineering,Engineering,Specialized Skill,False,11
Surface Planer,,,Specialized Skill,False,2
Surface Plasmon Resonance,"Molecular, Cellular, and Microbiology",Science and Research,Specialized Skill,False,6
Surface Pro,Computer Hardware,Information Technology,Specialized Skill,False,44
Surface Roughness,Product Inspection,Manufacturing and Production,Specialized Skill,False,6
Surface Runoff,"Water Supply, Testing, and Treatment",Energy and Utilities,Specialized Skill,False,1
Surface Science,Materials Science and Engineering,Engineering,Specialized Skill,False,33
Surface Water,Environmental Geology,Environment,Specialized Skill,False,314
Surface Weather Observation,Earth and Space Science,Science and Research,Specialized Skill,False,1
Surface-Mount Technology,Circuitry,Engineering,Specialized Skill,False,95
Surfacing,Manufacturing Processes,Manufacturing and Production,Specialized Skill,False,23
Surfactant,"Elements, Compounds, and Materials",Science and Research,Specialized Skill,False,10
Surge Protector,Electrical Power,Energy and Utilities,Specialized Skill,False,2
Surgery,Surgery,Health Care,Specialized Skill,False,7726
Surgery Simulator,,,Specialized Skill,True,1
Surgical Assist,Surgery,Health Care,Specialized Skill,False,13
